Timestamp,Blind Zone ID,Inferred From,Calibrated Pressure (bar),Physics Delta (bar),Calibrated Flow (LPS)
2026-03-21 21:23:49,Z05,Z06 & Z02,1.479,0.069,39.0
2026-03-21 21:23:49,Z07,Z08 & Z06,1.45,0.078,29.15
2026-03-21 21:23:51,Z03,Z01 & Z04,1.491,0.065,69.01
2026-03-21 21:23:51,Z05,Z06 & Z02,1.407,-0.002,42.2
2026-03-21 21:23:51,Z07,Z08 & Z06,1.458,0.044,28.75
2026-03-21 21:23:51,Z03,Z01 & Z04,1.534,0.155,71.45
2026-03-21 21:23:51,Z05,Z06 & Z02,1.436,0.059,35.78
2026-03-21 21:23:51,Z07,Z08 & Z06,1.471,0.042,30.3
2026-03-21 21:23:53,Z03,Z01 & Z04,1.38,-0.044,70.41
2026-03-21 21:23:53,Z05,Z06 & Z02,1.485,0.064,42.49
2026-03-21 21:23:53,Z07,Z08 & Z06,1.434,0.004,36.42
2026-03-21 21:23:53,Z03,Z01 & Z04,1.492,0.087,59.0
2026-03-21 21:23:53,Z05,Z06 & Z02,1.433,0.055,38.42
2026-03-21 21:23:53,Z07,Z08 & Z06,1.467,0.076,33.38
2026-03-21 21:23:55,Z03,Z01 & Z04,1.559,0.16,57.81
2026-03-21 21:23:55,Z05,Z06 & Z02,1.398,-0.003,40.42
2026-03-21 21:23:55,Z07,Z08 & Z06,1.316,-0.056,32.12
2026-03-21 21:23:55,Z03,Z01 & Z04,1.396,-0.016,67.78
2026-03-21 21:23:55,Z05,Z06 & Z02,1.373,-0.008,46.68
2026-03-21 21:23:55,Z07,Z08 & Z06,1.381,-0.032,36.17
2026-03-21 21:23:57,Z03,Z01 & Z04,1.419,-0.001,64.79
2026-03-21 21:23:57,Z05,Z06 & Z02,1.366,-0.024,37.62
2026-03-21 21:23:57,Z07,Z08 & Z06,1.487,0.065,33.45
2026-03-21 21:23:57,Z03,Z01 & Z04,1.499,0.105,65.49
2026-03-21 21:23:57,Z05,Z06 & Z02,1.359,-0.021,39.39
2026-03-21 21:23:57,Z07,Z08 & Z06,1.448,0.047,32.14
2026-03-21 21:23:59,Z03,Z01 & Z04,1.435,0.036,59.21
2026-03-21 21:23:59,Z05,Z06 & Z02,1.492,0.071,42.16
2026-03-21 21:23:59,Z07,Z08 & Z06,1.404,0.031,34.84
2026-03-21 21:23:59,Z03,Z01 & Z04,1.402,-0.023,59.2
2026-03-21 21:23:59,Z05,Z06 & Z02,1.534,0.125,44.44
2026-03-21 21:23:59,Z07,Z08 & Z06,1.426,0.028,31.01
2026-03-21 21:24:01,Z03,Z01 & Z04,1.521,0.133,70.2
2026-03-21 21:24:01,Z05,Z06 & Z02,1.413,0.009,39.88
2026-03-21 21:24:01,Z07,Z08 & Z06,1.517,0.092,31.5
2026-03-21 21:24:01,Z03,Z01 & Z04,1.367,-0.008,60.94
2026-03-21 21:24:01,Z05,Z06 & Z02,1.37,-0.031,42.61
2026-03-21 21:24:01,Z07,Z08 & Z06,1.385,-0.035,33.01
2026-03-21 21:24:03,Z03,Z01 & Z04,1.406,-0.002,53.75
2026-03-21 21:24:03,Z05,Z06 & Z02,1.58,0.172,35.38
2026-03-21 21:24:03,Z07,Z08 & Z06,1.567,0.171,30.28
2026-03-21 21:24:03,Z03,Z01 & Z04,1.415,0.01,63.86
2026-03-21 21:24:03,Z05,Z06 & Z02,1.408,0.02,36.66
2026-03-21 21:24:03,Z07,Z08 & Z06,1.346,-0.026,29.35
2026-03-21 21:24:05,Z03,Z01 & Z04,1.432,0.01,67.49
2026-03-21 21:24:05,Z05,Z06 & Z02,1.487,0.107,43.55
2026-03-21 21:24:05,Z07,Z08 & Z06,1.589,0.189,30.89
2026-03-21 21:24:05,Z03,Z01 & Z04,1.323,-0.05,63.7
2026-03-21 21:24:05,Z05,Z06 & Z02,1.455,0.083,41.3
2026-03-21 21:24:05,Z07,Z08 & Z06,1.356,-0.016,30.17
2026-03-21 21:24:07,Z03,Z01 & Z04,1.431,0.047,52.79
2026-03-21 21:24:07,Z05,Z06 & Z02,1.364,-0.017,35.94
2026-03-21 21:24:07,Z07,Z08 & Z06,1.509,0.107,30.54
2026-03-21 21:24:07,Z03,Z01 & Z04,1.404,0.025,62.4
2026-03-21 21:24:07,Z05,Z06 & Z02,1.464,0.081,41.24
2026-03-21 21:24:07,Z07,Z08 & Z06,1.524,0.114,32.86
2026-03-21 21:24:09,Z03,Z01 & Z04,1.393,0.012,65.94
2026-03-21 21:24:09,Z05,Z06 & Z02,1.408,0.001,41.65
2026-03-21 21:24:09,Z07,Z08 & Z06,1.327,-0.053,29.99
2026-03-21 21:24:09,Z03,Z01 & Z04,1.397,0.001,66.68
2026-03-21 21:24:09,Z05,Z06 & Z02,1.408,0.026,45.89
2026-03-21 21:24:09,Z07,Z08 & Z06,1.444,0.046,32.93
2026-03-21 21:24:11,Z03,Z01 & Z04,1.422,0.011,53.33
2026-03-21 21:24:11,Z05,Z06 & Z02,1.44,0.069,40.18
2026-03-21 21:24:11,Z07,Z08 & Z06,1.422,0.015,28.7
2026-03-21 21:24:11,Z03,Z01 & Z04,1.437,0.035,56.04
2026-03-21 21:24:11,Z05,Z06 & Z02,1.465,0.061,41.73
2026-03-21 21:24:11,Z07,Z08 & Z06,1.506,0.115,29.91
2026-03-21 21:24:13,Z03,Z01 & Z04,1.362,-0.05,63.61
2026-03-21 21:24:13,Z05,Z06 & Z02,1.473,0.067,41.02
2026-03-21 21:24:13,Z07,Z08 & Z06,1.502,0.074,28.91
2026-03-21 21:24:13,Z03,Z01 & Z04,1.456,0.032,63.73
2026-03-21 21:24:13,Z05,Z06 & Z02,1.487,0.073,40.5
2026-03-21 21:24:13,Z07,Z08 & Z06,1.498,0.092,34.31
2026-03-21 21:24:15,Z03,Z01 & Z04,1.408,0.03,63.81
2026-03-21 21:24:15,Z05,Z06 & Z02,1.515,0.124,35.88
2026-03-21 21:24:15,Z07,Z08 & Z06,1.374,-0.002,27.58
2026-03-21 21:24:15,Z03,Z01 & Z04,1.574,0.174,64.09
2026-03-21 21:24:15,Z05,Z06 & Z02,1.424,0.009,37.05
2026-03-21 21:24:15,Z07,Z08 & Z06,1.429,0.041,28.28
2026-03-21 21:24:17,Z03,Z01 & Z04,1.452,0.059,60.9
2026-03-21 21:24:17,Z05,Z06 & Z02,1.571,0.147,37.26
2026-03-21 21:24:17,Z07,Z08 & Z06,1.467,0.054,31.67
2026-03-21 21:24:17,Z03,Z01 & Z04,1.518,0.139,66.77
2026-03-21 21:24:17,Z05,Z06 & Z02,1.447,0.059,39.58
2026-03-21 21:24:17,Z07,Z08 & Z06,1.516,0.107,30.46
2026-03-21 21:24:19,Z03,Z01 & Z04,1.559,0.136,62.72
2026-03-21 21:24:19,Z05,Z06 & Z02,1.368,-0.018,36.49
2026-03-21 21:24:19,Z07,Z08 & Z06,1.397,0.019,28.99
2026-03-21 21:24:19,Z03,Z01 & Z04,1.361,-0.065,68.81
2026-03-21 21:24:19,Z05,Z06 & Z02,1.515,0.103,45.4
2026-03-21 21:24:19,Z07,Z08 & Z06,1.444,0.043,31.26
2026-03-21 21:24:21,Z03,Z01 & Z04,1.456,0.068,51.56
2026-03-21 21:24:21,Z05,Z06 & Z02,1.503,0.081,38.29
2026-03-21 21:24:21,Z07,Z08 & Z06,1.512,0.098,30.59
2026-03-21 21:24:22,Z03,Z01 & Z04,1.52,0.121,62.58
2026-03-21 21:24:22,Z05,Z06 & Z02,1.511,0.095,44.26
2026-03-21 21:24:22,Z07,Z08 & Z06,1.566,0.143,33.26
2026-03-21 21:24:24,Z03,Z01 & Z04,1.461,0.091,60.83
2026-03-21 21:24:24,Z05,Z06 & Z02,1.461,0.052,43.44
2026-03-21 21:24:24,Z07,Z08 & Z06,1.522,0.132,33.67
2026-03-21 21:24:24,Z03,Z01 & Z04,1.332,-0.047,64.79
2026-03-21 21:24:24,Z05,Z06 & Z02,1.513,0.118,34.1
2026-03-21 21:24:24,Z07,Z08 & Z06,1.517,0.12,27.97
2026-03-21 21:24:26,Z03,Z01 & Z04,1.465,0.068,64.17
2026-03-21 21:24:26,Z05,Z06 & Z02,1.43,0.034,40.81
2026-03-21 21:24:26,Z07,Z08 & Z06,1.524,0.131,30.84
2026-03-21 21:24:26,Z03,Z01 & Z04,1.419,0.044,56.14
2026-03-21 21:24:26,Z05,Z06 & Z02,1.356,-0.065,42.84
2026-03-21 21:24:26,Z07,Z08 & Z06,1.399,0.026,31.23
2026-03-21 21:24:28,Z03,Z01 & Z04,1.539,0.149,66.28
2026-03-21 21:24:28,Z05,Z06 & Z02,1.458,0.074,40.97
2026-03-21 21:24:28,Z07,Z08 & Z06,1.447,0.026,30.03
2026-03-21 21:24:28,Z03,Z01 & Z04,1.529,0.126,65.79
2026-03-21 21:24:28,Z05,Z06 & Z02,1.504,0.131,41.24
2026-03-21 21:24:28,Z07,Z08 & Z06,1.487,0.065,30.77
2026-03-21 21:24:30,Z03,Z01 & Z04,1.52,0.121,60.03
2026-03-21 21:24:30,Z05,Z06 & Z02,1.466,0.041,39.34
2026-03-21 21:24:30,Z07,Z08 & Z06,1.325,-0.074,33.13
2026-03-21 21:24:30,Z03,Z01 & Z04,1.48,0.056,57.45
2026-03-21 21:24:30,Z05,Z06 & Z02,1.473,0.098,39.02
2026-03-21 21:24:30,Z07,Z08 & Z06,1.427,0.044,32.94
2026-03-21 21:24:32,Z03,Z01 & Z04,1.457,0.077,71.75
2026-03-21 21:24:32,Z05,Z06 & Z02,1.433,0.022,43.68
2026-03-21 21:24:32,Z07,Z08 & Z06,1.456,0.064,33.3
2026-03-21 21:24:32,Z03,Z01 & Z04,1.427,0.049,53.06
2026-03-21 21:24:32,Z05,Z06 & Z02,1.544,0.13,41.74
2026-03-21 21:24:32,Z07,Z08 & Z06,1.558,0.152,30.91
2026-03-21 21:24:34,Z03,Z01 & Z04,1.411,0.028,64.82
2026-03-21 21:24:34,Z05,Z06 & Z02,1.506,0.089,47.97
2026-03-21 21:24:34,Z07,Z08 & Z06,1.378,-0.036,32.55
2026-03-21 21:24:34,Z03,Z01 & Z04,1.425,0.022,62.7
2026-03-21 21:24:34,Z05,Z06 & Z02,1.536,0.11,39.73
2026-03-21 21:24:34,Z07,Z08 & Z06,1.487,0.111,37.89
2026-03-21 21:24:36,Z03,Z01 & Z04,1.459,0.052,64.63
2026-03-21 21:24:36,Z05,Z06 & Z02,1.543,0.137,39.41
2026-03-21 21:24:36,Z07,Z08 & Z06,1.525,0.123,29.1
2026-03-21 21:24:36,Z03,Z01 & Z04,1.534,0.14,62.41
2026-03-21 21:24:36,Z05,Z06 & Z02,1.436,0.014,42.14
2026-03-21 21:24:36,Z07,Z08 & Z06,1.49,0.063,27.82
2026-03-21 21:24:38,Z03,Z01 & Z04,1.524,0.153,60.92
2026-03-21 21:24:38,Z05,Z06 & Z02,1.538,0.125,42.12
2026-03-21 21:24:38,Z07,Z08 & Z06,1.484,0.094,26.36
2026-03-21 21:24:38,Z03,Z01 & Z04,1.385,-0.022,61.99
2026-03-21 21:24:38,Z05,Z06 & Z02,1.535,0.133,43.02
2026-03-21 21:24:38,Z07,Z08 & Z06,1.405,0.007,30.21
2026-03-21 21:24:40,Z03,Z01 & Z04,1.476,0.049,56.04
2026-03-21 21:24:40,Z05,Z06 & Z02,1.512,0.101,36.59
2026-03-21 21:24:40,Z07,Z08 & Z06,1.423,0.034,29.94
2026-03-21 21:24:40,Z03,Z01 & Z04,1.354,-0.02,63.09
2026-03-21 21:24:40,Z05,Z06 & Z02,1.49,0.065,40.72
2026-03-21 21:24:40,Z07,Z08 & Z06,1.416,0.012,28.14
2026-03-21 21:24:42,Z03,Z01 & Z04,1.538,0.161,60.25
2026-03-21 21:24:42,Z05,Z06 & Z02,1.417,-0.006,38.81
2026-03-21 21:24:42,Z07,Z08 & Z06,1.384,-0.026,32.6
2026-03-21 21:24:42,Z03,Z01 & Z04,1.456,0.044,58.16
2026-03-21 21:24:42,Z05,Z06 & Z02,1.393,0.005,43.02
2026-03-21 21:24:42,Z07,Z08 & Z06,1.465,0.037,29.23
2026-03-21 21:24:44,Z03,Z01 & Z04,1.472,0.06,62.37
2026-03-21 21:24:44,Z05,Z06 & Z02,1.443,0.057,43.0
2026-03-21 21:24:44,Z07,Z08 & Z06,1.394,0.022,31.04
2026-03-21 21:24:44,Z03,Z01 & Z04,1.382,-0.019,68.41
2026-03-21 21:24:44,Z05,Z06 & Z02,1.436,0.064,39.13
2026-03-21 21:24:44,Z07,Z08 & Z06,1.35,-0.026,31.5
2026-03-21 21:24:46,Z03,Z01 & Z04,1.315,-0.057,60.79
2026-03-21 21:24:46,Z05,Z06 & Z02,1.47,0.096,37.71
2026-03-21 21:24:46,Z07,Z08 & Z06,1.403,0.005,31.43
2026-03-21 21:24:46,Z03,Z01 & Z04,1.473,0.08,68.67
2026-03-21 21:24:46,Z05,Z06 & Z02,1.457,0.07,37.19
2026-03-21 21:24:46,Z07,Z08 & Z06,1.414,0.004,27.84
2026-03-21 21:24:48,Z03,Z01 & Z04,1.405,-0.004,58.55
2026-03-21 21:24:48,Z05,Z06 & Z02,1.473,0.096,39.13
2026-03-21 21:24:48,Z07,Z08 & Z06,1.541,0.145,30.11
2026-03-21 21:24:48,Z03,Z01 & Z04,1.508,0.12,59.45
2026-03-21 21:24:48,Z05,Z06 & Z02,1.338,-0.047,38.87
2026-03-21 21:24:48,Z07,Z08 & Z06,1.372,-0.004,34.5
2026-03-21 21:24:50,Z03,Z01 & Z04,1.368,-0.06,64.37
2026-03-21 21:24:50,Z05,Z06 & Z02,1.513,0.133,35.76
2026-03-21 21:24:50,Z07,Z08 & Z06,1.467,0.063,33.04
2026-03-21 21:24:50,Z03,Z01 & Z04,1.393,0.004,62.19
2026-03-21 21:24:50,Z05,Z06 & Z02,1.427,0.015,41.08
2026-03-21 21:24:50,Z07,Z08 & Z06,1.489,0.097,34.15
2026-03-21 21:24:52,Z03,Z01 & Z04,1.456,0.04,55.3
2026-03-21 21:24:52,Z05,Z06 & Z02,1.351,-0.074,37.94
2026-03-21 21:24:52,Z07,Z08 & Z06,1.418,0.031,30.46
2026-03-21 21:24:54,Z03,Z01 & Z04,1.373,-0.016,66.64
2026-03-21 21:24:54,Z05,Z06 & Z02,1.415,-0.013,41.54
2026-03-21 21:24:54,Z07,Z08 & Z06,1.42,0.0,37.01
2026-03-21 21:24:54,Z03,Z01 & Z04,1.419,0.035,59.7
2026-03-21 21:24:54,Z05,Z06 & Z02,1.574,0.194,47.23
2026-03-21 21:24:54,Z07,Z08 & Z06,1.605,0.196,31.93
2026-03-21 21:24:56,Z03,Z01 & Z04,1.541,0.148,70.5
2026-03-21 21:24:56,Z05,Z06 & Z02,1.454,0.062,38.74
2026-03-21 21:24:56,Z07,Z08 & Z06,1.547,0.134,29.62
2026-03-21 21:24:56,Z03,Z01 & Z04,1.491,0.088,54.62
2026-03-21 21:24:56,Z05,Z06 & Z02,1.409,0.004,36.29
2026-03-21 21:24:56,Z07,Z08 & Z06,1.447,0.022,26.28
2026-03-21 21:24:58,Z03,Z01 & Z04,1.357,-0.054,62.47
2026-03-21 21:24:58,Z05,Z06 & Z02,1.367,-0.024,45.2
2026-03-21 21:24:58,Z07,Z08 & Z06,1.401,-0.012,31.96
2026-03-21 21:24:58,Z03,Z01 & Z04,1.498,0.081,68.21
2026-03-21 21:24:58,Z05,Z06 & Z02,1.507,0.092,35.85
2026-03-21 21:24:58,Z07,Z08 & Z06,1.435,0.037,32.7
2026-03-21 21:25:00,Z03,Z01 & Z04,1.513,0.091,71.42
2026-03-21 21:25:00,Z05,Z06 & Z02,1.432,0.047,39.1
2026-03-21 21:25:00,Z07,Z08 & Z06,1.499,0.085,32.78
2026-03-21 21:25:00,Z03,Z01 & Z04,1.388,-0.002,54.37
2026-03-21 21:25:00,Z05,Z06 & Z02,1.444,0.05,35.72
2026-03-21 21:25:00,Z07,Z08 & Z06,1.446,0.047,30.9
2026-03-21 21:25:02,Z03,Z01 & Z04,1.595,0.165,62.68
2026-03-21 21:25:02,Z05,Z06 & Z02,1.361,-0.059,37.61
2026-03-21 21:25:02,Z07,Z08 & Z06,1.428,0.031,28.77
2026-03-21 21:25:04,Z03,Z01 & Z04,1.453,0.045,69.1
2026-03-21 21:25:04,Z05,Z06 & Z02,1.447,0.062,40.7
2026-03-21 21:25:04,Z07,Z08 & Z06,1.449,0.046,29.97
2026-03-21 21:25:06,Z03,Z01 & Z04,1.345,-0.057,61.2
2026-03-21 21:25:06,Z05,Z06 & Z02,1.361,-0.014,38.28
2026-03-21 21:25:06,Z07,Z08 & Z06,1.378,-0.009,27.94
2026-03-21 21:25:06,Z03,Z01 & Z04,1.359,-0.018,62.55
2026-03-21 21:25:06,Z05,Z06 & Z02,1.538,0.116,39.12
2026-03-21 21:25:06,Z07,Z08 & Z06,1.527,0.112,32.4
2026-03-21 21:25:08,Z03,Z01 & Z04,1.502,0.127,64.14
2026-03-21 21:25:08,Z05,Z06 & Z02,1.429,0.057,37.01
2026-03-21 21:25:08,Z07,Z08 & Z06,1.365,-0.029,30.19
2026-03-21 21:25:10,Z03,Z01 & Z04,1.423,0.044,72.42
2026-03-21 21:25:10,Z05,Z06 & Z02,1.301,-0.073,37.39
2026-03-21 21:25:10,Z07,Z08 & Z06,1.415,0.006,26.31
2026-03-21 21:25:10,Z03,Z01 & Z04,1.447,0.059,67.11
2026-03-21 21:25:10,Z05,Z06 & Z02,1.456,0.032,38.27
2026-03-21 21:25:10,Z07,Z08 & Z06,1.296,-0.08,29.95
2026-03-21 21:25:12,Z03,Z01 & Z04,1.608,0.197,56.5
2026-03-21 21:25:12,Z05,Z06 & Z02,1.409,0.033,41.53
2026-03-21 21:25:12,Z07,Z08 & Z06,1.442,0.059,35.8
2026-03-21 21:25:12,Z03,Z01 & Z04,1.445,0.066,65.39
2026-03-21 21:25:12,Z05,Z06 & Z02,1.331,-0.074,38.54
2026-03-21 21:25:12,Z07,Z08 & Z06,1.375,-0.041,25.86
2026-03-21 21:25:15,Z03,Z01 & Z04,1.465,0.058,62.68
2026-03-21 21:25:15,Z05,Z06 & Z02,1.445,0.053,37.66
2026-03-21 21:25:15,Z07,Z08 & Z06,1.359,-0.027,34.78
2026-03-21 21:25:15,Z03,Z01 & Z04,1.484,0.073,70.39
2026-03-21 21:25:15,Z05,Z06 & Z02,1.407,0.027,36.89
2026-03-21 21:25:15,Z07,Z08 & Z06,1.509,0.111,28.73
2026-03-21 21:25:17,Z03,Z01 & Z04,1.587,0.183,64.36
2026-03-21 21:25:17,Z05,Z06 & Z02,1.389,-0.002,43.54
2026-03-21 21:25:17,Z07,Z08 & Z06,1.439,0.026,31.33
2026-03-21 21:25:19,Z03,Z01 & Z04,1.451,0.041,71.8
2026-03-21 21:25:19,Z05,Z06 & Z02,1.457,0.046,38.78
2026-03-21 21:25:19,Z07,Z08 & Z06,1.425,0.005,35.25
2026-03-21 21:25:19,Z03,Z01 & Z04,1.407,-0.005,55.81
2026-03-21 21:25:19,Z05,Z06 & Z02,1.542,0.12,41.65
2026-03-21 21:25:19,Z07,Z08 & Z06,1.429,0.01,32.56
2026-03-21 21:25:21,Z03,Z01 & Z04,1.406,0.029,62.64
2026-03-21 21:25:21,Z05,Z06 & Z02,1.365,-0.024,42.91
2026-03-21 21:25:21,Z07,Z08 & Z06,1.339,-0.047,31.56
2026-03-21 21:25:21,Z03,Z01 & Z04,1.411,-0.003,64.68
2026-03-21 21:25:21,Z05,Z06 & Z02,1.522,0.136,39.22
2026-03-21 21:25:21,Z07,Z08 & Z06,1.476,0.099,34.55
2026-03-21 21:25:23,Z03,Z01 & Z04,1.446,0.071,56.31
2026-03-21 21:25:23,Z05,Z06 & Z02,1.362,-0.017,43.59
2026-03-21 21:25:23,Z07,Z08 & Z06,1.357,-0.023,34.1
2026-03-21 21:25:23,Z03,Z01 & Z04,1.389,-0.001,67.16
2026-03-21 21:25:23,Z05,Z06 & Z02,1.512,0.137,43.51
2026-03-21 21:25:23,Z07,Z08 & Z06,1.502,0.127,29.98
2026-03-21 21:25:25,Z03,Z01 & Z04,1.408,-0.007,56.06
2026-03-21 21:25:25,Z05,Z06 & Z02,1.509,0.102,45.47
2026-03-21 21:25:25,Z07,Z08 & Z06,1.547,0.163,33.96
2026-03-21 21:25:25,Z03,Z01 & Z04,1.432,0.044,56.31
2026-03-21 21:25:25,Z05,Z06 & Z02,1.497,0.082,41.6
2026-03-21 21:25:25,Z07,Z08 & Z06,1.386,0.013,31.15
2026-03-21 21:25:27,Z03,Z01 & Z04,1.478,0.05,65.84
2026-03-21 21:25:27,Z05,Z06 & Z02,1.331,-0.04,39.54
2026-03-21 21:25:27,Z07,Z08 & Z06,1.364,-0.027,32.44
2026-03-21 21:25:27,Z03,Z01 & Z04,1.425,-0.004,52.47
2026-03-21 21:25:27,Z05,Z06 & Z02,1.532,0.123,43.44
2026-03-21 21:25:27,Z07,Z08 & Z06,1.512,0.1,28.67
2026-03-21 21:25:29,Z03,Z01 & Z04,1.499,0.116,59.93
2026-03-21 21:25:29,Z05,Z06 & Z02,1.355,-0.053,37.41
2026-03-21 21:25:29,Z07,Z08 & Z06,1.413,0.032,29.47
2026-03-21 21:25:31,Z03,Z01 & Z04,1.466,0.065,51.16
2026-03-21 21:25:31,Z05,Z06 & Z02,1.585,0.167,39.13
2026-03-21 21:25:31,Z07,Z08 & Z06,1.463,0.071,27.52
2026-03-21 21:25:31,Z03,Z01 & Z04,1.484,0.055,59.12
2026-03-21 21:25:31,Z05,Z06 & Z02,1.505,0.087,35.19
2026-03-21 21:25:31,Z07,Z08 & Z06,1.398,-0.013,31.15
2026-03-21 21:25:33,Z03,Z01 & Z04,1.503,0.122,69.27
2026-03-21 21:25:33,Z05,Z06 & Z02,1.462,0.091,41.24
2026-03-21 21:25:33,Z07,Z08 & Z06,1.482,0.077,29.8
2026-03-21 21:25:33,Z03,Z01 & Z04,1.463,0.091,57.98
2026-03-21 21:25:33,Z05,Z06 & Z02,1.439,0.023,45.67
2026-03-21 21:25:33,Z07,Z08 & Z06,1.416,0.025,34.27
2026-03-21 21:25:35,Z03,Z01 & Z04,1.386,0.011,70.29
2026-03-21 21:25:35,Z05,Z06 & Z02,1.508,0.081,35.81
2026-03-21 21:25:35,Z07,Z08 & Z06,1.549,0.134,28.35
2026-03-21 21:25:35,Z03,Z01 & Z04,1.46,0.087,61.49
2026-03-21 21:25:35,Z05,Z06 & Z02,1.452,0.054,36.33
2026-03-21 21:25:35,Z07,Z08 & Z06,1.434,0.04,28.65
2026-03-21 21:25:37,Z03,Z01 & Z04,1.407,0.005,61.26
2026-03-21 21:25:37,Z05,Z06 & Z02,1.536,0.129,38.37
2026-03-21 21:25:37,Z07,Z08 & Z06,1.425,0.011,27.31

2026-03-21 21:25:39,Z03,Z01 & Z04,1.302,-0.087,57.49
2026-03-21 21:25:39,Z05,Z06 & Z02,1.449,0.024,40.87
2026-03-21 21:25:39,Z07,Z08 & Z06,1.382,-0.032,34.3
2026-03-21 21:25:41,Z03,Z01 & Z04,1.328,-0.042,59.32
2026-03-21 21:25:41,Z05,Z06 & Z02,1.464,0.037,40.72
2026-03-21 21:25:41,Z07,Z08 & Z06,1.479,0.051,33.18
2026-03-21 21:25:41,Z03,Z01 & Z04,1.529,0.156,62.1
2026-03-21 21:25:41,Z05,Z06 & Z02,1.397,0.025,37.12
2026-03-21 21:25:41,Z07,Z08 & Z06,1.356,-0.068,28.56
2026-03-21 21:25:43,Z03,Z01 & Z04,1.498,0.123,67.53
2026-03-21 21:25:43,Z05,Z06 & Z02,1.371,-0.044,33.86
2026-03-21 21:25:43,Z07,Z08 & Z06,1.462,0.048,31.02
2026-03-21 21:25:43,Z03,Z01 & Z04,1.546,0.117,67.45
2026-03-21 21:25:43,Z05,Z06 & Z02,1.497,0.126,34.36
2026-03-21 21:25:43,Z07,Z08 & Z06,1.521,0.094,26.61
2026-03-21 21:25:45,Z03,Z01 & Z04,1.474,0.076,60.51
2026-03-21 21:25:45,Z05,Z06 & Z02,1.43,0.046,34.03
2026-03-21 21:25:45,Z07,Z08 & Z06,1.497,0.084,29.77
2026-03-21 21:25:45,Z03,Z01 & Z04,1.472,0.055,65.02
2026-03-21 21:25:45,Z05,Z06 & Z02,1.4,0.016,42.38
2026-03-21 21:25:45,Z07,Z08 & Z06,1.433,0.016,34.22
2026-03-21 21:25:47,Z03,Z01 & Z04,1.407,-0.0,65.93
2026-03-21 21:25:47,Z05,Z06 & Z02,1.418,0.025,42.47
2026-03-21 21:25:47,Z07,Z08 & Z06,1.477,0.089,28.23
2026-03-21 21:25:49,Z03,Z01 & Z04,1.577,0.177,64.59
2026-03-21 21:25:49,Z05,Z06 & Z02,1.44,0.015,38.84
2026-03-21 21:25:49,Z07,Z08 & Z06,1.43,0.025,32.01
2026-03-21 21:25:49,Z03,Z01 & Z04,1.361,-0.034,59.41
2026-03-21 21:25:49,Z05,Z06 & Z02,1.501,0.13,38.77
2026-03-21 21:25:49,Z07,Z08 & Z06,1.427,0.022,34.23
2026-03-21 21:25:51,Z03,Z01 & Z04,1.39,0.016,64.95
2026-03-21 21:25:51,Z05,Z06 & Z02,1.547,0.14,39.81
2026-03-21 21:25:51,Z07,Z08 & Z06,1.575,0.167,25.16

2026-03-21 21:25:53,Z03,Z01 & Z04,1.472,0.076,54.37
2026-03-21 21:25:53,Z05,Z06 & Z02,1.442,0.06,46.37
2026-03-21 21:25:53,Z07,Z08 & Z06,1.466,0.068,33.26
2026-03-21 21:25:53,Z03,Z01 & Z04,1.457,0.069,65.88
2026-03-21 21:25:53,Z05,Z06 & Z02,1.329,-0.062,39.3
2026-03-21 21:25:53,Z07,Z08 & Z06,1.392,-0.033,28.33
2026-03-21 21:25:55,Z03,Z01 & Z04,1.57,0.168,61.4
2026-03-21 21:25:55,Z05,Z06 & Z02,1.449,0.043,40.74
2026-03-21 21:25:55,Z07,Z08 & Z06,1.458,0.063,27.43
2026-03-21 21:25:55,Z03,Z01 & Z04,1.486,0.081,59.83
2026-03-21 21:25:55,Z05,Z06 & Z02,1.479,0.107,45.66
2026-03-21 21:25:55,Z07,Z08 & Z06,1.457,0.085,33.68
2026-03-21 21:25:57,Z03,Z01 & Z04,1.49,0.114,54.39
2026-03-21 21:25:57,Z05,Z06 & Z02,1.432,0.011,40.13
2026-03-21 21:25:57,Z07,Z08 & Z06,1.441,0.033,27.53

2026-03-21 21:25:59,Z03,Z01 & Z04,1.47,0.046,57.81
2026-03-21 21:25:59,Z05,Z06 & Z02,1.493,0.105,37.47
2026-03-21 21:25:59,Z07,Z08 & Z06,1.488,0.116,28.9

2026-03-21 21:26:01,Z03,Z01 & Z04,1.545,0.133,58.74
2026-03-21 21:26:01,Z05,Z06 & Z02,1.342,-0.059,38.18
2026-03-21 21:26:01,Z07,Z08 & Z06,1.329,-0.063,26.93
2026-03-21 21:26:03,Z03,Z01 & Z04,1.383,-0.02,60.49
2026-03-21 21:26:03,Z05,Z06 & Z02,1.368,-0.012,44.02
2026-03-21 21:26:03,Z07,Z08 & Z06,1.408,-0.006,32.76
2026-03-21 21:26:03,Z03,Z01 & Z04,1.443,0.031,68.85
2026-03-21 21:26:03,Z05,Z06 & Z02,1.535,0.114,36.77
2026-03-21 21:26:03,Z07,Z08 & Z06,1.542,0.151,26.48
2026-03-21 21:26:05,Z03,Z01 & Z04,1.417,0.035,59.52
2026-03-21 21:26:05,Z05,Z06 & Z02,1.35,-0.031,44.62
2026-03-21 21:26:05,Z07,Z08 & Z06,1.395,0.001,36.46
2026-03-21 21:26:05,Z03,Z01 & Z04,1.562,0.173,67.15
2026-03-21 21:26:05,Z05,Z06 & Z02,1.423,-0.005,41.48
